iri,act,paragrahv,subsection,legalText,in_force,temporalStatus,valid_from,valid_to
estleg:ABIPOL_Par_42_1_Lg_4,estleg:ABIPOL_Map_2026,§ 42¹.,4,(4) Politsei- ja Piirivalveametil on enne abipolitseinikule kriisirolli määramist ja enne kriisirolli jätkumist käesoleva seaduse § 423 lõike 3 alusel õigus saada töötamise registrist teavet isiku töötamise kohta riigikaitselise töökohustusega ameti- või töökohal ning kaitseväekohustuslaste registrist teavet isiku nimetamise kohta sõjaaja ametikohale.,true,,,
estleg:ABIPOL_Par_42_2,estleg:ABIPOL_Map_2026,§ 42².,,"(1) Vabariigi Valitsus otsustab korraldusega kriisirolliga abipolitseiniku kaasamise kriisi lahendamisse kuni 30 päevaks käesoleva seaduse § 425 lõigetes 1 ja 2 sätestatud juhtudel. (2) Ettepaneku kaasata kriisirolliga abipolitseinik käesoleva paragrahvi lõikes 1 nimetatud ülesande täitmisse teeb Vabariigi Valitsusele valdkonna eest vastutav minister. (3) Käesoleva paragrahvi lõikes 1 nimetatud tähtaja saabumisel vaatab Vabariigi Valitsus otsuse üle. Kui kriisirolliga abipolitseiniku kaasamine kriisi lahendamiseks on endiselt vajalik, vaatab Vabariigi Valitsus otsuse üle iga 30 päeva tagant ja pikendab kriisirolliga abipolitseiniku kaasamist kuni 30 päeva võrra. (4) Käesoleva paragrahvi lõike 1 alusel antud korralduses märgitakse: ülesanne, mille täitmisse kriisirolliga abipolitseinik kaasatakse; ülesande täitmises osalevate isikute arv või arvu ülempiir; kaasamise tähtaeg; territoorium, kus ülesannet täidetakse; vajaduse korral muud andmed.",true,,,
estleg:ABIPOL_Par_42_2_Lg_1,estleg:ABIPOL_Map_2026,§ 42².,1,(1) Vabariigi Valitsus otsustab korraldusega kriisirolliga abipolitseiniku kaasamise kriisi lahendamisse kuni 30 päevaks käesoleva seaduse § 425 lõigetes 1 ja 2 sätestatud juhtudel.,true,,,
estleg:ABIPOL_Par_42_2_Lg_2,estleg:ABIPOL_Map_2026,§ 42².,2,(2) Ettepaneku kaasata kriisirolliga abipolitseinik käesoleva paragrahvi lõikes 1 nimetatud ülesande täitmisse teeb Vabariigi Valitsusele valdkonna eest vastutav minister.,true,,,
estleg:ABIPOL_Par_42_2_Lg_3,estleg:ABIPOL_Map_2026,§ 42².,3,"(3) Käesoleva paragrahvi lõikes 1 nimetatud tähtaja saabumisel vaatab Vabariigi Valitsus otsuse üle. Kui kriisirolliga abipolitseiniku kaasamine kriisi lahendamiseks on endiselt vajalik, vaatab Vabariigi Valitsus otsuse üle iga 30 päeva tagant ja pikendab kriisirolliga abipolitseiniku kaasamist kuni 30 päeva võrra.",true,,,
estleg:ABIPOL_Par_42_2_Lg_4,estleg:ABIPOL_Map_2026,§ 42².,4,"(4) Käesoleva paragrahvi lõike 1 alusel antud korralduses märgitakse: ülesanne, mille täitmisse kriisirolliga abipolitseinik kaasatakse; ülesande täitmises osalevate isikute arv või arvu ülempiir; kaasamise tähtaeg; territoorium, kus ülesannet täidetakse; vajaduse korral muud andmed.",true,,,
estleg:ABIPOL_Par_42_3,estleg:ABIPOL_Map_2026,§ 42³.,,"(1) Kui kriisirolliga abipolitseinik nimetatakse sõjaaja ametikohale või riigikaitselise töökohustusega ameti- või töökohale või tema ameti- või töökohale määratakse riigikaitseline töökohustus, peatub tema kriisirolliga abipolitseiniku staatus. Staatuse peatumiseks esitab isik Politsei- ja Piirivalveametile sellesisulise avalduse. (2) Kriisirolliga abipolitseinikku ei nimetata sõjaaja ametikohale, välja arvatud juhul, kui see on vältimatult vajalik riigi julgeoleku tagamiseks. (3) Kriisirolliga abipolitseiniku staatus jätkub, kui isik vabastatakse riigikaitselise töökohustusega ameti- või töökohalt või sõjaaja ametikohalt või tema ameti- või töökohta ei loeta enam riigikaitselise töökohustusega ameti- või töökohaks. Staatuse jätkamiseks esitab isik Politsei- ja Piirivalveametile sellesisulise avalduse.",true,,,
estleg:ABIPOL_Par_42_3_Lg_1,estleg:ABIPOL_Map_2026,§ 42³.,1,"(1) Kui kriisirolliga abipolitseinik nimetatakse sõjaaja ametikohale või riigikaitselise töökohustusega ameti- või töökohale või tema ameti- või töökohale määratakse riigikaitseline töökohustus, peatub tema kriisirolliga abipolitseiniku staatus. Staatuse peatumiseks esitab isik Politsei- ja Piirivalveametile sellesisulise avalduse.",true,,,
estleg:ABIPOL_Par_42_3_Lg_2,estleg:ABIPOL_Map_2026,§ 42³.,2,"(2) Kriisirolliga abipolitseinikku ei nimetata sõjaaja ametikohale, välja arvatud juhul, kui see on vältimatult vajalik riigi julgeoleku tagamiseks.",true,,,
estleg:ABIPOL_Par_42_3_Lg_3,estleg:ABIPOL_Map_2026,§ 42³.,3,"(3) Kriisirolliga abipolitseiniku staatus jätkub, kui isik vabastatakse riigikaitselise töökohustusega ameti- või töökohalt või sõjaaja ametikohalt või tema ameti- või töökohta ei loeta enam riigikaitselise töökohustusega ameti- või töökohaks. Staatuse jätkamiseks esitab isik Politsei- ja Piirivalveametile sellesisulise avalduse.",true,,,
estleg:ABIPOL_Par_42_4,estleg:ABIPOL_Map_2026,§ 42⁴.,,"(1) Kriisirolliga abipolitseinikuks soovija peab lisaks käesoleva seaduse § 8 lõigetes 1 ja 5 sätestatud õppele läbima erialaõppe, mille käigus omandatakse vajalikud teadmised ja oskused § 421 lõikes 2 sätestatud ülesande täitmiseks. (2) Käesoleva paragrahvi lõikes 1 nimetatud väljaõppe läbimisel võetakse arvesse isiku varasemat õpi- ja töökogemust. Politsei- ja Piirivalveamet võib isiku varasema õpi- ja töökogemuse arvestamisel lugeda isiku väljaõppe osaliselt või täielikult läbituks. (3) Kriisirolliga abipolitseiniku erialaõppe nõuded ja korra kehtestab määrusega.",true,,,
estleg:ABIPOL_Par_42_4_Lg_1,estleg:ABIPOL_Map_2026,§ 42⁴.,1,"(1) Kriisirolliga abipolitseinikuks soovija peab lisaks käesoleva seaduse § 8 lõigetes 1 ja 5 sätestatud õppele läbima erialaõppe, mille käigus omandatakse vajalikud teadmised ja oskused § 421 lõikes 2 sätestatud ülesande täitmiseks.",true,,,
estleg:ABIPOL_Par_42_4_Lg_2,estleg:ABIPOL_Map_2026,§ 42⁴.,2,(2) Käesoleva paragrahvi lõikes 1 nimetatud väljaõppe läbimisel võetakse arvesse isiku varasemat õpi- ja töökogemust. Politsei- ja Piirivalveamet võib isiku varasema õpi- ja töökogemuse arvestamisel lugeda isiku väljaõppe osaliselt või täielikult läbituks.,true,,,
estleg:ABIPOL_Par_42_4_Lg_3,estleg:ABIPOL_Map_2026,§ 42⁴.,3,(3) Kriisirolliga abipolitseiniku erialaõppe nõuded ja korra kehtestab määrusega.,true,,,
estleg:ABIPOL_Par_42_5,estleg:ABIPOL_Map_2026,§ 42⁵.,,"(1) Kriisirolliga abipolitseinikul on õigus keelduda töö tegemisest tööandja juures, kellega tal on sõlmitud tööleping, kui ta kaasatakse kriisi lahendamisse. (2) Avaliku teenistuse ametikohale nimetatud kriisirolliga abipolitseiniku avaliku võimu teostamise õigus peatub, kui ta kaasatakse kriisi lahendamisse. (3) Käesoleva paragrahvi lõigetes 1 ja 2 nimetatud juhtudel esitab töötaja tööandjale tööst keeldumise ja ametnik avaliku võimu teostamise õiguse peatamise avalduse. (4) Kriisirolliga abipolitseinikule, kes osaleb kriisi lahendamises, võib maksta hüvitist. Hüvitise arvutamise aluseks võetakse Statistikaameti avaldatud viimane keskmine brutokuupalk. (5) Kui tööandjale tekib käesoleva paragrahvi lõike 1 rakendamise tõttu kahju, eelkõige saamata jäänud tulu, võib ta nõuda riigilt kahju hüvitamist. (6) Käesoleva paragrahvi lõikes 4 sätestatud hüvitise ulatuse ning selle taotlemise ja väljamaksmise korra kehtestab määrusega.",true,,,
estleg:ABIPOL_Par_42_5_Lg_1,estleg:ABIPOL_Map_2026,§ 42⁵.,1,"(1) Kriisirolliga abipolitseinikul on õigus keelduda töö tegemisest tööandja juures, kellega tal on sõlmitud tööleping, kui ta kaasatakse kriisi lahendamisse.",true,,,
estleg:ABIPOL_Par_42_5_Lg_2,estleg:ABIPOL_Map_2026,§ 42⁵.,2,"(2) Avaliku teenistuse ametikohale nimetatud kriisirolliga abipolitseiniku avaliku võimu teostamise õigus peatub, kui ta kaasatakse kriisi lahendamisse.",true,,,
estleg:ABIPOL_Par_42_5_Lg_3,estleg:ABIPOL_Map_2026,§ 42⁵.,3,(3) Käesoleva paragrahvi lõigetes 1 ja 2 nimetatud juhtudel esitab töötaja tööandjale tööst keeldumise ja ametnik avaliku võimu teostamise õiguse peatamise avalduse.,true,,,
estleg:ABIPOL_Par_42_5_Lg_4,estleg:ABIPOL_Map_2026,§ 42⁵.,4,"(4) Kriisirolliga abipolitseinikule, kes osaleb kriisi lahendamises, võib maksta hüvitist. Hüvitise arvutamise aluseks võetakse Statistikaameti avaldatud viimane keskmine brutokuupalk.",true,,,
estleg:ABIPOL_Par_42_5_Lg_5,estleg:ABIPOL_Map_2026,§ 42⁵.,5,"(5) Kui tööandjale tekib käesoleva paragrahvi lõike 1 rakendamise tõttu kahju, eelkõige saamata jäänud tulu, võib ta nõuda riigilt kahju hüvitamist.",true,,,
estleg:ABIPOL_Par_42_5_Lg_6,estleg:ABIPOL_Map_2026,§ 42⁵.,6,(6) Käesoleva paragrahvi lõikes 4 sätestatud hüvitise ulatuse ning selle taotlemise ja väljamaksmise korra kehtestab määrusega.,true,,,
estleg:ABIPOL_Par_42_Lg_1,estleg:ABIPOL_Map_2026,§ 42.,1,"(1) Abipolitseinik vabastatakse abipolitseiniku staatusest Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku otsusega: abipolitseiniku algatusel; tema mittevastavuse korral käesoleva seaduse §-des 4 ja 5 ning § 8 lõikes 4 sätestatud tingimustele või seoses abipolitseinikule sobimatu käitumisega, sealhulgas kui abipolitseinik rikub avalikus kohas käitumise nõudeid või käitub muul viisil õigusvastaselt; abipolitseiniku surma korral.",true,,,
estleg:ABIPOL_Par_42_Lg_2,estleg:ABIPOL_Map_2026,§ 42.,2,"(2) Abipolitseinik vabastatakse abipolitseiniku staatusest, kui menetluse käigus tuvastatakse abipolitseiniku staatusest vabastamise asjaolu. Nimetatud menetlusele kohaldatakse haldusmenetluse seaduses sätestatut.",true,,,
estleg:ABIPOL_Par_43,estleg:ABIPOL_Map_2026,§ 43.,,(1) Abipolitseiniku tunnistuse või eritunnuse ebaseadusliku kasutamise eest –karistatakse rahatrahviga kuni kolmsada trahviühikut või arestiga. (2) Kohus või kohtuväline menetleja võib kohaldada käesolevas paragrahvis sätestatud süüteo toimepanemise vahetuks objektiks olnud eseme konfiskeerimist vastavalt karistusseadustiku §-s 83 sätestatule.,true,,,
estleg:ABIPOL_Par_43_Lg_1,estleg:ABIPOL_Map_2026,§ 43.,1,(1) Abipolitseiniku tunnistuse või eritunnuse ebaseadusliku kasutamise eest –karistatakse rahatrahviga kuni kolmsada trahviühikut või arestiga.,true,,,
estleg:ABIPOL_Par_43_Lg_2,estleg:ABIPOL_Map_2026,§ 43.,2,(2) Kohus või kohtuväline menetleja võib kohaldada käesolevas paragrahvis sätestatud süüteo toimepanemise vahetuks objektiks olnud eseme konfiskeerimist vastavalt karistusseadustiku §-s 83 sätestatule.,true,,,
estleg:ABIPOL_Par_44,estleg:ABIPOL_Map_2026,§ 44.,,(1) Kehtetu - (2) Käesoleva seaduse §-s 43 sätestatud väärteo kohtuväline menetleja on Politsei- ja Piirivalveamet.,true,,,
estleg:ABIPOL_Par_44_Lg_1,estleg:ABIPOL_Map_2026,§ 44.,1,(1) Kehtetu -,true,,,
estleg:ABIPOL_Par_44_Lg_2,estleg:ABIPOL_Map_2026,§ 44.,2,(2) Käesoleva seaduse §-s 43 sätestatud väärteo kohtuväline menetleja on Politsei- ja Piirivalveamet.,true,,,
estleg:ABIPOL_Par_45,estleg:ABIPOL_Map_2026,§ 45.,,"(1) Enne käesoleva seaduse jõustumist abipolitseinikuks arvatud isikud, kes soovivad jätkata abipolitseinikuna politsei tegevuses osalemist, kuid ei vasta käesoleva seaduse §-s 4 sätestatud nõuetele, on kohustatud viima oma: keeleoskustaseme vastavusse seaduse nõuetega hiljemalt 2012. aasta 1. juuliks; haridustaseme vastavusse seaduse nõuetega hiljemalt 2014. aasta 1. juuliks. (2) Enne käesoleva seaduse jõustumist abipolitseinikuks arvatud isikud, kes soovivad jätkata abipolitseinikuna politsei tegevuses osalemist, on kohustatud läbima nõuetekohase tervisekontrolli ja täitma kutsesobivuse nõuded hiljemalt 2012. aasta 1. jaanuariks. (3) Enne käesoleva seaduse jõustumist abipolitseinikuks arvatud isikutele, kellele on enne käesoleva seaduse jõustumist antud politseiasutuse poolt politsei tulirelva kandmise õigus ning kes soovivad jätkata abipolitseinikuna politsei tegevuses osalemist ja kellel on vaja abipolitseiniku ülesande täitmisel kanda tulirelva, ei laiene tulirelvaõppe nõue, kui isik sooritab tulirelva kasutamist reguleerivate õigusaktide tundmise eksami ning relva käsitsemise katse hiljemalt 2011. aasta 1. juuliks.",true,,,
estleg:ABIPOL_Par_45_1,estleg:ABIPOL_Map_2026,§ 45¹.,,"Abipolitseinikul, kellel on tuvastatud osaline töövõimetus riikliku pensionikindlustuse seaduse alusel, loetakse käesoleva seaduse §-s 38 sätestatud osalise töövõime tingimus täidetuks. Abipolitseinikul, kellel on tuvastatud täielik töövõimetus riikliku pensionikindlustuse seaduse alusel, loetakse käesoleva seaduse §-s 38 sätestatud puuduva töövõime tingimus täidetuks.",true,,,
estleg:ABIPOL_Par_45_1_Lg_Unknown_1,estleg:ABIPOL_Map_2026,§ 45¹.,,"Abipolitseinikul, kellel on tuvastatud osaline töövõimetus riikliku pensionikindlustuse seaduse alusel, loetakse käesoleva seaduse §-s 38 sätestatud osalise töövõime tingimus täidetuks. Abipolitseinikul, kellel on tuvastatud täielik töövõimetus riikliku pensionikindlustuse seaduse alusel, loetakse käesoleva seaduse §-s 38 sätestatud puuduva töövõime tingimus täidetuks.",true,,,
estleg:ABIPOL_Par_45_Lg_1,estleg:ABIPOL_Map_2026,§ 45.,1,"(1) Enne käesoleva seaduse jõustumist abipolitseinikuks arvatud isikud, kes soovivad jätkata abipolitseinikuna politsei tegevuses osalemist, kuid ei vasta käesoleva seaduse §-s 4 sätestatud nõuetele, on kohustatud viima oma: keeleoskustaseme vastavusse seaduse nõuetega hiljemalt 2012. aasta 1. juuliks; haridustaseme vastavusse seaduse nõuetega hiljemalt 2014. aasta 1. juuliks.",true,,,
estleg:ABIPOL_Par_45_Lg_2,estleg:ABIPOL_Map_2026,§ 45.,2,"(2) Enne käesoleva seaduse jõustumist abipolitseinikuks arvatud isikud, kes soovivad jätkata abipolitseinikuna politsei tegevuses osalemist, on kohustatud läbima nõuetekohase tervisekontrolli ja täitma kutsesobivuse nõuded hiljemalt 2012. aasta 1. jaanuariks.",true,,,
estleg:ABIPOL_Par_45_Lg_3,estleg:ABIPOL_Map_2026,§ 45.,3,"(3) Enne käesoleva seaduse jõustumist abipolitseinikuks arvatud isikutele, kellele on enne käesoleva seaduse jõustumist antud politseiasutuse poolt politsei tulirelva kandmise õigus ning kes soovivad jätkata abipolitseinikuna politsei tegevuses osalemist ja kellel on vaja abipolitseiniku ülesande täitmisel kanda tulirelva, ei laiene tulirelvaõppe nõue, kui isik sooritab tulirelva kasutamist reguleerivate õigusaktide tundmise eksami ning relva käsitsemise katse hiljemalt 2011. aasta 1. juuliks.",true,,,
estleg:ABIPOL_Par_46,estleg:ABIPOL_Map_2026,§ 46.,,§ 46.,true,,,
estleg:ABIPOL_Par_49,estleg:ABIPOL_Map_2026,§ 49.,,[Käesolevast tekstist välja jäetud.],true,,,
estleg:ABIPOL_Par_4_Lg_1,estleg:ABIPOL_Map_2026,§ 4.,1,"(1) Abipolitseinikuks võib nimetada 18-aastaseks saanud vähemalt põhiharidusega Eesti kodaniku, kes oskab eesti keelt vähemalt B2-tasemel ning kes vastab abipolitseiniku kutsesobivuse nõuetele.",true,,,
estleg:ABIPOL_Par_4_Lg_1_1,estleg:ABIPOL_Map_2026,§ 4.,1¹,"(1¹) Abipolitseinikul, kes täidab politsei ülesandel iseseisvalt käesoleva seaduse § 3 lõikes 2 sätestatud ülesandeid, peab olema vähemalt keskharidus ja ta peab oskama eesti keelt vähemalt C1-tasemel.",true,,,
estleg:ABIPOL_Par_4_Lg_2,estleg:ABIPOL_Map_2026,§ 4.,2,(2) Abipolitseinikuks ei või nimetada kohtunikku ja prokuröri.,true,,,
estleg:ABIPOL_Par_4_Lg_3,estleg:ABIPOL_Map_2026,§ 4.,3,(3) Abipolitseiniku kutsesobivuse nõuded kehtestab määrusega.,true,,,
estleg:ABIPOL_Par_5,estleg:ABIPOL_Map_2026,§ 5.,,"Abipolitseiniku kandidaadiks ja abipolitseinikuks võetakse isik: kes on teovõimeline; keda ei ole karistatud tahtlikult toimepandud esimese astme kuriteo eest; kellel ei ole karistatust tahtlikult toimepandud kuriteo eest; kes ei ole kriminaalmenetluses kahtlustatav või süüdistatav; kellelt ei ole jõustunud kohtuotsusega ära võetud politseiametniku ametikohal töötamise õigust; kes ei ole sõltuvuses alkoholi, narkootilise või psühhotroopse aine kasutamisest või kes ei ole raskekujulise psüühika-, isiksuse- või käitumishäirega; kes ei ole sellise tervisehäirega, mis takistab tal abipolitseiniku ülesannete täitmist; kes oma käitumise poolest sobib abipolitseiniku ülesandeid täitma ning kelle käitumine või eluviis ei ohusta tema enda ega teise isiku turvalisust.",true,,,
estleg:ABIPOL_Par_50,estleg:ABIPOL_Map_2026,§ 50.,,Käesolev seadus jõustub 2011. aasta 1. jaanuaril.,true,,,
estleg:ABIPOL_Par_50_Lg_Unknown_1,estleg:ABIPOL_Map_2026,§ 50.,,Käesolev seadus jõustub 2011. aasta 1. jaanuaril.,true,,,
estleg:ABIPOL_Par_5_Lg_Unknown_1,estleg:ABIPOL_Map_2026,§ 5.,,"Abipolitseiniku kandidaadiks ja abipolitseinikuks võetakse isik: kes on teovõimeline; keda ei ole karistatud tahtlikult toimepandud esimese astme kuriteo eest; kellel ei ole karistatust tahtlikult toimepandud kuriteo eest; kes ei ole kriminaalmenetluses kahtlustatav või süüdistatav; kellelt ei ole jõustunud kohtuotsusega ära võetud politseiametniku ametikohal töötamise õigust; kes ei ole sõltuvuses alkoholi, narkootilise või psühhotroopse aine kasutamisest või kes ei ole raskekujulise psüühika-, isiksuse- või käitumishäirega; kes ei ole sellise tervisehäirega, mis takistab tal abipolitseiniku ülesannete täitmist; kes oma käitumise poolest sobib abipolitseiniku ülesandeid täitma ning kelle käitumine või eluviis ei ohusta tema enda ega teise isiku turvalisust.",true,,,
estleg:ABIPOL_Par_6,estleg:ABIPOL_Map_2026,§ 6.,,"(1) Abipolitseinik peab perioodiliselt läbima tervisekontrolli ja abipolitseinikuks astuda soovija peab enne abipolitseinikuks kandideerimist läbima eelneva tervisekontrolli, mille käigus tehakse kindlaks tal käesoleva seaduse § 5 punktides 6 ja 7 nimetatud tervisehäirete ning abipolitseiniku ülesande täitmisel tulirelva ja elektrišokirelva kandmist välistava füüsilise puude puudumine. (1¹) Abipolitseinikuks astuda soovija ei pea läbima tervisekontrolli, kui tal on nii kehtiv mootorsõiduki juhtimisõigus kui ka kehtiv relvaluba või käesoleva paragrahvi lõikes 1 sätestatuga samaväärseks loetud tervisekontrolli läbimisel saadud kehtiv tervisetõend. (1²) Abipolitseinikuks astuda soovija, kes soovib osaleda ainult politsei abistamisel süüteoennetuses korrakaitseseaduse §-s 18 sätestatud alustel, ei pea enne abipolitseinikuks kandideerimist läbima tervisekontrolli. (1³) Abipolitseinik, kes osaleb ainult politsei abistamisel süüteoennetuses korrakaitseseaduse §-s 18 sätestatud alustel, ei pea läbima perioodilist tervisekontrolli. (1⁴) Abipolitseinik ei pea läbima perioodilist tervisekontrolli, kui tal on nii kehtiv mootorsõiduki juhtimisõigus kui ka kehtiv relvaluba või käesoleva paragrahvi lõikes 1 sätestatuga samaväärseks loetud tervisekontrolli läbimisel saadud kehtiv tervisetõend. (2) Tervisekontrolli korraldab ja tervisetõendi väljastab perearst või Politsei- ja Piirivalveametiga lepingulises suhtes olev töötervishoiuarst, kaasates eriarste. (3) Tervisekontroll tehakse abipolitseiniku ja abipolitseinikuks astuda soovija kulul. (4) Abipolitseiniku ja abipolitseinikuks astuda soovija tervisekontrolli tingimused ja korra, abipolitseinikuks saamist välistavate tervisehäirete ja abipolitseiniku ülesande täitmisel tulirelva ja elektrišokirelva kandmist välistavate füüsiliste puuete loetelu ning tervisetõendi sisu ja vormi nõuded kehtestab määrusega.",true,,,
estleg:ABIPOL_Par_6_Lg_1,estleg:ABIPOL_Map_2026,§ 6.,1,"(1) Abipolitseinik peab perioodiliselt läbima tervisekontrolli ja abipolitseinikuks astuda soovija peab enne abipolitseinikuks kandideerimist läbima eelneva tervisekontrolli, mille käigus tehakse kindlaks tal käesoleva seaduse § 5 punktides 6 ja 7 nimetatud tervisehäirete ning abipolitseiniku ülesande täitmisel tulirelva ja elektrišokirelva kandmist välistava füüsilise puude puudumine.",true,,,
estleg:ABIPOL_Par_6_Lg_1_1,estleg:ABIPOL_Map_2026,§ 6.,1¹,"(1¹) Abipolitseinikuks astuda soovija ei pea läbima tervisekontrolli, kui tal on nii kehtiv mootorsõiduki juhtimisõigus kui ka kehtiv relvaluba või käesoleva paragrahvi lõikes 1 sätestatuga samaväärseks loetud tervisekontrolli läbimisel saadud kehtiv tervisetõend.",true,,,
estleg:ABIPOL_Par_6_Lg_1_2,estleg:ABIPOL_Map_2026,§ 6.,1²,"(1²) Abipolitseinikuks astuda soovija, kes soovib osaleda ainult politsei abistamisel süüteoennetuses korrakaitseseaduse §-s 18 sätestatud alustel, ei pea enne abipolitseinikuks kandideerimist läbima tervisekontrolli.",true,,,
estleg:ABIPOL_Par_6_Lg_1_3,estleg:ABIPOL_Map_2026,§ 6.,1³,"(1³) Abipolitseinik, kes osaleb ainult politsei abistamisel süüteoennetuses korrakaitseseaduse §-s 18 sätestatud alustel, ei pea läbima perioodilist tervisekontrolli.",true,,,
estleg:ABIPOL_Par_6_Lg_1_4,estleg:ABIPOL_Map_2026,§ 6.,1⁴,"(1⁴) Abipolitseinik ei pea läbima perioodilist tervisekontrolli, kui tal on nii kehtiv mootorsõiduki juhtimisõigus kui ka kehtiv relvaluba või käesoleva paragrahvi lõikes 1 sätestatuga samaväärseks loetud tervisekontrolli läbimisel saadud kehtiv tervisetõend.",true,,,
estleg:ABIPOL_Par_6_Lg_2,estleg:ABIPOL_Map_2026,§ 6.,2,"(2) Tervisekontrolli korraldab ja tervisetõendi väljastab perearst või Politsei- ja Piirivalveametiga lepingulises suhtes olev töötervishoiuarst, kaasates eriarste.",true,,,
estleg:ABIPOL_Par_6_Lg_3,estleg:ABIPOL_Map_2026,§ 6.,3,(3) Tervisekontroll tehakse abipolitseiniku ja abipolitseinikuks astuda soovija kulul.,true,,,
estleg:ABIPOL_Par_6_Lg_4,estleg:ABIPOL_Map_2026,§ 6.,4,"(4) Abipolitseiniku ja abipolitseinikuks astuda soovija tervisekontrolli tingimused ja korra, abipolitseinikuks saamist välistavate tervisehäirete ja abipolitseiniku ülesande täitmisel tulirelva ja elektrišokirelva kandmist välistavate füüsiliste puuete loetelu ning tervisetõendi sisu ja vormi nõuded kehtestab määrusega.",true,,,
estleg:ABIPOL_Par_7,estleg:ABIPOL_Map_2026,§ 7.,,"(1) Abipolitseinikuks astuda soovija esitab Politsei- ja Piirivalveametile: kirjaliku taotluse; abipolitseiniku ankeedi; haridust tõendava dokumendi koopia, kui andmed ei ole Eesti Hariduse Infosüsteemis; eesti keele tasemetunnistuse koopia, kui haridus ei ole omandatud eesti keeles ja kui andmed ei ole Eksamite Infosüsteemis; tervisetõendi, välja arvatud käesoleva seaduse § 6 lõigetes 11 ja 12 sätestatud juhtudel; iseloomustuse tööandjalt või õppeasutuselt või soovituse politseiametnikult või abipolitseinikult. (1¹) Abipolitseiniku ankeedis küsitakse andmeid, mis võimaldavad hinnata isiku sobivust abipolitseinikuna politsei tegevuses osalemiseks. Lisaks tuleb ankeedis märkida abipolitseinikuks kandideeriva isiku sugulaste ja hõimlaste (vanemad, õde, vend, laps, abikaasa ja registreeritud elukaaslane) ning abieluga sarnanevas suhtes oleva elukaaslase ees- ja perekonnanimi, isikukood (isikukoodi puudumisel sünniaeg ja -koht), kontaktandmed ning töökoht. Isikuandmeid säilitatakse kümme aastat isiku abipolitseinikuks kandideerimisest või tema abipolitseiniku staatuse lõppemisest. Pärast säilitamise tähtaja möödumist andmed kustutatakse. (2) Abipolitseiniku ankeedi vormi kehtestab määrusega. (3) Politsei- ja Piirivalveameti peadirektor või tema volitatud ametnik peab ankeedis esitatud andmete õigsuse kontrollimiseks ning abipolitseinikuks astuda soovija kõlbeliste ja teiste isiksuseomaduste väljaselgitamiseks vestlema ankeedis märgitud isikuga ning vajaduse korral ja küsitletava isiku nõusolekul võtma temalt kirjaliku seletuse. Vajaduse korral võib vestlusse kaasata teisi asjasse puutuvaid Politsei- ja Piirivalveameti ametnikke või abipolitseiniku. (3¹) Kirjaliku taotlusega kinnitab isik, et ta kohustub täitma abipolitseiniku seadusest tulenevaid nõudeid, ja soovi korral avaldab tahet osaleda politsei tegevuses ainult käesoleva seaduse § 3 lõikes 3 sätestatud ulatuses. (4) Taotlus vaadatakse läbi 30 päeva jooksul selle saamisest arvates. Selle aja jooksul kontrollitakse",true,,,
estleg:ABIPOL_Par_7_Lg_1,estleg:ABIPOL_Map_2026,§ 7.,1,"(1) Abipolitseinikuks astuda soovija esitab Politsei- ja Piirivalveametile: kirjaliku taotluse; abipolitseiniku ankeedi; haridust tõendava dokumendi koopia, kui andmed ei ole Eesti Hariduse Infosüsteemis; eesti keele tasemetunnistuse koopia, kui haridus ei ole omandatud eesti keeles ja kui andmed ei ole Eksamite Infosüsteemis; tervisetõendi, välja arvatud käesoleva seaduse § 6 lõigetes 11 ja 12 sätestatud juhtudel; iseloomustuse tööandjalt või õppeasutuselt või soovituse politseiametnikult või abipolitseinikult.",true,,,
estleg:ABIPOL_Par_7_Lg_1_1,estleg:ABIPOL_Map_2026,§ 7.,1¹,"(1¹) Abipolitseiniku ankeedis küsitakse andmeid, mis võimaldavad hinnata isiku sobivust abipolitseinikuna politsei tegevuses osalemiseks. Lisaks tuleb ankeedis märkida abipolitseinikuks kandideeriva isiku sugulaste ja hõimlaste (vanemad, õde, vend, laps, abikaasa ja registreeritud elukaaslane) ning abieluga sarnanevas suhtes oleva elukaaslase ees- ja perekonnanimi, isikukood (isikukoodi puudumisel sünniaeg ja -koht), kontaktandmed ning töökoht. Isikuandmeid säilitatakse kümme aastat isiku abipolitseinikuks kandideerimisest või tema abipolitseiniku staatuse lõppemisest. Pärast säilitamise tähtaja möödumist andmed kustutatakse.",true,,,
estleg:ABIPOL_Par_7_Lg_2,estleg:ABIPOL_Map_2026,§ 7.,2,(2) Abipolitseiniku ankeedi vormi kehtestab määrusega.,true,,,
estleg:ABIPOL_Par_7_Lg_3,estleg:ABIPOL_Map_2026,§ 7.,3,(3) Politsei- ja Piirivalveameti peadirektor või tema volitatud ametnik peab ankeedis esitatud andmete õigsuse kontrollimiseks ning abipolitseinikuks astuda soovija kõlbeliste ja teiste isiksuseomaduste väljaselgitamiseks vestlema ankeedis märgitud isikuga ning vajaduse korral ja küsitletava isiku nõusolekul võtma temalt kirjaliku seletuse. Vajaduse korral võib vestlusse kaasata teisi asjasse puutuvaid Politsei- ja Piirivalveameti ametnikke või abipolitseiniku.,true,,,
